identifier,series,control_symbol,title,contents_dates,start_date,end_date,access_status,location,digitised_status,digitised_pages
980468,D596,1901/987,Inflictions of fines under Customs Act,1901 - 1901,1901,1901,Open,Adelaide,False,0
980470,D596,1901/1033,Requesting admission of alter free of duty,1901 - 1901,1901,1901,Open,Adelaide,False,0
980473,D596,1919/7566,Trading with the Enemy Act - payment to the Collector of Customs for revenue of Welsbach Light Co of Australia,1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980474,D596,1901/1056,"1.Responsibility of Customs Sub-Heads as regards discipline, knowledge of duties of their officers 2. Order book to be kept",1901 - 1901,1901,1901,Open,Adelaide,False,0
980478,D596,1901/1063,1.Coloured immigration from 1/1/1901 2.Notifying head office of any such expected immigration,1901 - 1901,1901,1901,Open,Adelaide,False,0
980481,D596,1901/1068,Issue of carriers licences to Chinese,1901 - 1901,1901,1901,Open,Adelaide,False,0
980485,D596,1901/1074,Reecham's Pills - How is duty being collected on,1901 - 1901,1901,1901,Open,Adelaide,False,0
980489,D596,1919/7653,Notification of Quarantine Officers regarding cases of venereal disease present on ships arriving from other Australian ports,1919 - 1919,1919,1919,Open,Adelaide,False,0
980492,D596,1901/1091,Return required regarding 1 Iron Manufacturing Industry 2 colonial leaf used for tobacco and cigars 3 glucose used in confectionery 4 plate glass 5 American goods ousting British glass 6 bottle industry,1901 - 1901,1901,1901,Open,Adelaide,False,0
980493,D596,1919/7659,"Regarding Proclamation of 14/8/1918, prohibiting the importation of citrus fruits except with the consent of the Minister",1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980496,D596,1901/1126,Officers not to act on committees regarding transfer of properties to Commonwealth,1901 - 1901,1901,1901,Open,Adelaide,False,0
980497,D596,1919/7703,Memorandum - accepting certain cheques without guarantee,1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980501,D596,1919/7843,"'Willochra', 'Morialta', 'Rupara', 'Allinga', 'Wandilla' - transfer of registration",1919 - 1920,1919,1920,Not yet examined,Adelaide,False,0
980504,D596,1919/7845,Regarding the application of prohibited immigrant status and the wives of returning Australian Soldiers,1919 - 1920,1919,1920,Open,Adelaide,False,0
980507,D596,1919/8022,Transfer of share to the Public Trustee - Mr Andrew HEINICKE,1917 - 1920,1917,1920,Not yet examined,Adelaide,False,0
980510,D596,1919/8044,War Precautions Enemy Shareholders Regulations - Chateau Tanunda Ltd in liquidation and transfer of real estate,1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980512,D596,1919/8241,Offences against sections 37 and 38 of the Beer Excise Act 1901-1918,1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980514,D596,1919/8258,'Livingstone' - closing of registry,1919 - 1920,1919,1920,Not yet examined,Adelaide,False,0
980517,D596,1919/8297,Regarding shares held or sold by the Public Trustee in respect of which no document of ownership or scrip is held by the Acting Collector of Customs,1919 - 1919,1919,1919,Not yet examined,Adelaide,False,0
980518,D596,1919/8390,Exportation of silver and platinum,1916 - 1919,1916,1919,Not yet examined,Adelaide,False,0
980521,D596,1919/8843,'Rob Roy' registry cancelled,1919 - 1920,1919,1920,Open,Adelaide,False,0
980524,D596,1919/8957,SS 'Croydon' registry cancelled,1913 - 1920,1913,1920,Not yet examined,Adelaide,False,0
980526,D596,1919/9078,"Prohibited imports, seized goods",1919 - 1921,1919,1921,Not yet examined,Adelaide,False,0
980528,D596,1919/9111,Action regarding Assyrian or Armenian Priests etc in Commonwealth for collecting funds - circular re prohibition into Australia.,1917 - 1919,1917,1919,Open,Adelaide,False,0
980529,D596,1919/9349,Rate charged consignees for removal and discharge SS 'Thuringen',1914 - 1920,1914,1920,Not yet examined,Adelaide,False,0
980530,D596,1920/284,Commerce Act - Export stamps,1911 - 1920,1911,1920,Not yet examined,Adelaide,False,0
980531,D596,1920/405,Importation of goods ex Enemy vessels,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980532,D596,1920/739,Enemy debts - clearing office established,1920 - 1920,1920,1920,Open,Adelaide,False,0
980534,D596,1920/1044,All CO1 Forms - debts due by German nationals,1920 - 1921,1920,1921,Not yet examined,Adelaide,False,0
980535,D596,1920/1384,Money in the Bank of Adelaide in name GEUE - property,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980536,D596,1920/2024,"Shipping Adelaide Steamship Co, Ltd - reconstruction of",1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980591,D596,1920/2139,Director of Quarantine - Launches - SA,1919 - 1920,1919,1920,Open,Adelaide,False,0
980592,D596,1920/2431,Printed forms in connection with securities given under C I 18/87,1918 - 1920,1918,1920,Not yet examined,Adelaide,False,0
980595,D596,1920/2451,Remeasurement SS 'Australcrag' fees paid at port of Melbourne,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980596,D596,1901/1146,Officer's duties not to be given to public without authority,1901 - 1901,1901,1901,Open,Adelaide,False,0
980597,D596,1920/2552,Merchant Shipping Act - 'Australford' - official No. 124167 - remeasurement of,1917 - 1920,1917,1920,Open,Adelaide,False,0
980598,D596,1901/1158,Introduction of new tariff acceptance of entries in anticipation of report of vessels to be discontinued,1901 - 1901,1901,1901,Open,Adelaide,False,0
980600,D596,1920/2775,Merchant Shipping Act - 'Florrie' official No. 75037 - transfer of 21 shares to Mrs AM LITTLELY,1920 - 1920,1920,1920,Open,Adelaide,False,0
980601,D596,1901/1212,Williams' Walkerville Brewing Company commencing business,1901 - 1901,1901,1901,Open,Adelaide,False,0
980602,D596,1901/1223,Coasting trade restrictions,1901 - 1901,1901,1901,Open,Adelaide,False,0
980603,D596,1920/2908,Merchant Shipping Act - 'Harold' official No. 112505,1919 - 1920,1919,1920,Open,Adelaide,False,0
980604,D596,1901/1243,Repayment on goods exported outside Commonwealth,1901 - 1901,1901,1901,Open,Adelaide,False,0
980606,D596,1901/1285,"Carriages, boats and lighters licensing of",1901 - 1901,1901,1901,Open,Adelaide,False,0
980607,D596,1901/1290,Declarations not to be received from persons under 18,1901 - 1901,1901,1901,Open,Adelaide,False,0
980608,D596,1920/3074,"Appointment of Francis Iver HANSEN, Examining Officer, as a measurer of ships under section 727 of Merchant Shipping Act 1894",1921 - 1921,1921,1921,Open,Adelaide,False,0
980611,D596,1901/1291,Goods imported through post control of,1901 - 1901,1901,1901,Open,Adelaide,False,0
980612,D596,1901/1292,Bonds - security of,1901 - 1901,1901,1901,Open,Adelaide,False,0
980613,D596,1901/1293,Prohibitions - Section 55,1901 - 1901,1901,1901,Open,Adelaide,False,0
980614,D596,1901/1295,Vessels must only enter ports unless stress of weather intervenes,1901 - 1901,1901,1901,Open,Adelaide,False,0
980615,D596,1901/1295,1. Warehousing goods 2. Annual fee,1901 - 1901,1901,1901,Open,Adelaide,False,0
980616,D596,1901/1296,Warehouses - existing licenses,1901 - 1901,1901,1901,Open,Adelaide,False,0
980618,D596,1901/1297,Methylated spirits - refining,1901 - 1901,1901,1901,Open,Adelaide,False,0
980619,D596,1920/3248,"Merchant Shipping Act - 'Arcadia' - official No. 117424 discharge of mortgage, and transfer of ownership",1919 - 1920,1919,1920,Open,Adelaide,False,0
980620,D596,1901/1298,"Size of exporting vessel, minimum",1901 - 1901,1901,1901,Open,Adelaide,False,0
980622,D596,1901/1299,Goods entered for export security to be given,1901 - 1901,1901,1901,Open,Adelaide,False,0
980623,D596,1920/3368,Query on salvage position of the 'Notre Dame D'Avor',1920 - 1928,1920,1928,Not yet examined,Adelaide,False,0
980624,D596,1901/1300,Manifest to be attached to clearance,1901 - 1901,1901,1901,Open,Adelaide,False,0
980625,D596,1901/1301,Landing certificates,1901 - 1901,1901,1901,Open,Adelaide,False,0
980626,D596,1901/1302,Commonwealth goods not liable to Customs Duty,1901 - 1901,1901,1901,Open,Adelaide,False,0
980627,D596,1920/3437,Merchant Shipping Act - 'Dashing Wave' official No. 32149 - transfer from R FRICKER - mortgagee - to FB FRICKER,1920 - 1920,1920,1920,Open,Adelaide,False,0
980628,D596,1920/3499,Merchant Shipping Act - 'Buck' official No. 55604 - closing of registry,1918 - 1920,1918,1920,Open,Adelaide,False,0
980629,D596,1901/1303,Goods imported from outside Commonwealth duty to be charged on 'Original' value,1901 - 1901,1901,1901,Open,Adelaide,False,0
980631,D596,1920/3598,Treaty of Peace - Austria,1919 - 1920,1919,1920,Not yet examined,Adelaide,False,0
980632,D596,1901/1304,Goods sold at customs sales - value for duty,1901 - 1901,1901,1901,Open,Adelaide,False,0
980634,D596,1901/1305,Alteration in duties no rebates allowed,1901 - 1901,1901,1901,Open,Adelaide,False,0
980636,D596,1901/1306,Drawbacks - WA only allowed,1901 - 1901,1901,1901,Open,Adelaide,False,0
980637,D596,1920/3750,Regarding payment to Mr ATZE - shares in Public Trustee War Precautions Act,1916 - 1921,1916,1921,Not yet examined,Adelaide,False,0
980638,D596,1901/1307,Authorised agents,1901 - 1901,1901,1901,Open,Adelaide,False,0
980639,D596,1901/1308,Writs of assistance,1901 - 1901,1901,1901,Open,Adelaide,False,0
980640,D596,1901/1309,Customs warrants,1901 - 1901,1901,1901,Open,Adelaide,False,0
980642,D596,1920/3822,Immigration Act - Wong Pork GAR - ex 'Changsha' - permission to land,1920 - 1920,1920,1920,Open,Adelaide,False,0
980643,D596,1901/1310,Forfeited ships and goods-disposal of,1901 - 1901,1901,1901,Open,Adelaide,False,0
980644,D596,1901/1311,General power of Collector,1901 - 1901,1901,1901,Open,Adelaide,False,0
980645,D596,1901/1312,Penalties,1901 - 1901,1901,1901,Open,Adelaide,False,0
980646,D596,1920/4098,Certificate of registry of the SS 'Dilkera' handed over to Master of vessel,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980647,D596,1901/1313,Prosecutions,1901 - 1901,1901,1901,Open,Adelaide,False,0
980649,D596,1901/1314,Trial in High or State Court,1901 - 1901,1901,1901,Open,Adelaide,False,0
980650,D596,1920/4309,Maltese Immigrants - not to be issued with passports,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980651,D596,1901/1315,Collector may levy on offenders's goods,1901 - 1901,1901,1901,Open,Adelaide,False,0
980652,D596,1920/4440,'Florrie' - official No. 75037 - declaration regarding loss of certificate of registry,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980653,D596,1901/1316,Conviction to operate as a condemnation,1901 - 1901,1901,1901,Open,Adelaide,False,0
980654,D596,1920/4461,Kings' Bond - store room,1910 - 1920,1910,1920,Not yet examined,Adelaide,False,0
980655,D596,1901/1317,Collector's Sales,1901 - 1901,1901,1901,Open,Adelaide,False,0
980656,D596,1920/4482,Importation of epsom salts,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980658,D596,1901/1318,Proceeds of Collector's Sales - expenses,1901 - 1901,1901,1901,Open,Adelaide,False,0
980659,D596,1920/4533,Merchant Shipping Act - 'Victor' official No. 57547 - transfer of ownership to William and LP MCARTHUR,1920 - 1920,1920,1920,Open,Adelaide,False,0
980660,D596,1901/1319,Legal definition in now Custom's Houses,1901 - 1901,1901,1901,Open,Adelaide,False,0
980662,D596,1920/4560,Public Trustee - Mrs MF Von THIELAN - Enemy shareholder,1917 - 1920,1917,1920,Not yet examined,Adelaide,False,0
980663,D596,1901/1325,"Stores, vessels clearing for ports within Commonwealth",1901 - 1901,1901,1901,Open,Adelaide,False,0
980665,D596,1901/1337,Ships' stores,1901 - 1901,1901,1901,Open,Adelaide,False,0
980666,D596,1920/4608,Alfred SWAINE - whereabouts - deceased,1920 - 1921,1920,1921,Not yet examined,Adelaide,False,0
980667,D596,1901/1381,Regarding Section 71 - Excise Act,1901 - 1901,1901,1901,Open,Adelaide,False,0
980669,D596,1901/1384,Bay rum and perfumed spirits charge duty in 32 numbers,1901 - 1901,1901,1901,Open,Adelaide,False,0
980670,D596,1920/4610,"Vessels controlled by Commonwealth Government Line of Steamers, stores, securities and consumption lists",1915 - 1924,1915,1924,Not yet examined,Adelaide,False,0
980674,D596,1901/1429,Customs forms - these supplied by Department agents,1901 - 1901,1901,1901,Open,Adelaide,False,0
980675,D596,1901/1434,Beer stamps - to be uniform from 1/1/02,1901 - 1901,1901,1901,Open,Adelaide,False,0
980676,D596,1901/1462,"Invoice prices, sub rosa",1901 - 1901,1901,1901,Open,Adelaide,False,0
980677,D596,1901/1514,Tariff - to be printed and sold,1901 - 1901,1901,1901,Open,Adelaide,False,0
980678,D596,1920/4726,Regarding German nationals residing in SA 10/1/1920 - names and addresses generally nearest police station,1920 - 1920,1920,1920,Open,Adelaide,False,0
980679,D596,1901/1532,Duty on spirits used in manufacture of essences under bond,1901 - 1901,1901,1901,Open,Adelaide,False,0
980682,D596,1901/1572,Repairs to be charged against Department of Home Affairs,1901 - 1901,1901,1901,Open,Adelaide,False,0
980685,D596,1920/4727,Memorandum from Secretary to the Treasury - regarding cheque forms,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980686,D596,1901/1633,"Spirits for fortification of wine, free",1901 - 1901,1901,1901,Open,Adelaide,False,0
980692,D596,1901/1713,Chinese invoices - lack of,1901 - 1901,1901,1901,Open,Adelaide,False,0
980696,D596,1901/1739,Taxes on Commonwealth Property,1901 - 1901,1901,1901,Open,Adelaide,False,0
980698,D596,1901/1810,Regulations regarding Coasting Trade - Sections 178/9,1901 - 1901,1901,1901,Open,Adelaide,False,0
980700,D596,1901/1829,Travellers samples - method of treating,1901 - 1901,1901,1901,Open,Adelaide,False,0
980703,D596,1901/1832,Bills of sale and declaration ownerships 'Konoowarra' 'Clifton' 'Buninyong',1901 - 1901,1901,1901,Open,Adelaide,False,0
980704,D596,1901/1834,"Forms under Beer Duty Act, Instillation Act, Excise Act",1901 - 1901,1901,1901,Open,Adelaide,False,0
980705,D596,1901/1838,"Brewers books, method of keeping",1901 - 1901,1901,1901,Open,Adelaide,False,0
980706,D596,1901/1842,Form 9 of Regulations - Chief Officer - meaning of,1901 - 1901,1901,1901,Open,Adelaide,False,0
980707,D596,1901/1846,Blasting powder percentage to pass through 8 mesh sieve,1901 - 1901,1901,1901,Open,Adelaide,False,0
980708,D596,1920/4759,Merchant Shipping Act - 'Eclipse' official No. 43142 - transmission from James TAINSH deceased to his executors,1920 - 1920,1920,1920,Open,Adelaide,False,0
980709,D596,1901/1873,Infants and invalids foods - list of duty free,1901 - 1901,1901,1901,Open,Adelaide,False,0
980710,D596,1901/1941,"Custom House sale, conditions of",1901 - 1901,1901,1901,Open,Adelaide,False,0
980712,D596,1920/4760,"Merchant Shipping Act - 'Victor' official No. 57547 - transmission from James TAINSH, deceased to his executors",1920 - 1920,1920,1920,Open,Adelaide,False,0
980713,D596,1901/2108,Scales for use on wharves,1901 - 1901,1901,1901,Open,Adelaide,False,0
980714,D596,1901/2109,Duty stamps not necessary for receipts for salaries,1901 - 1901,1901,1901,Open,Adelaide,False,0
980716,D596,1902/483,"Dishonoured cheques, method of treating",1902 - 1902,1902,1902,Open,Adelaide,False,0
980718,D596,1920/4808,Regarding payment to be made to Collector of Customs - all moneys due or held for plus interest German nationals by Messrs GURNER and MCARTHUR,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980722,D596,1902/618,Procuration Orders,1902 - 1902,1902,1902,Open,Adelaide,False,0
980724,D596,1902/625,Method of communication,1902 - 1902,1902,1902,Open,Adelaide,False,0
980728,D596,1902/648,Sale of beer duty stamps - by Postmasters,1902 - 1902,1902,1902,Open,Adelaide,False,0
980733,D596,1902/650,Customs agents - licensing of,1902 - 1902,1902,1902,Open,Adelaide,False,0
980738,D596,1902/664,Refunds and Drawbacks to be paid only by Paying Officer,1902 - 1902,1902,1902,Open,Adelaide,False,0
980743,D596,1902/681,Coloured seamen - action,1902 - 1902,1902,1902,Open,Adelaide,False,0
980746,D596,1902/777,Customs agents need only be licensed in proclaimed ports,1902 - 1902,1902,1902,Open,Adelaide,False,0
980753,D596,1902/817,Bonded warehouse fees,1902 - 1902,1902,1902,Open,Adelaide,False,0
980755,D596,1902/877,Cost of analyses,1902 - 1902,1902,1902,Open,Adelaide,False,0
980758,D596,1920/4809,Payment to be made to Collector of Customs - all moneys due or held for plus interest German Nationals by Mrs MC DILL,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980760,D596,1902/922,"Expenditure, apportionment of sum voted",1902 - 1902,1902,1902,Open,Adelaide,False,0
980764,D596,1902/1585,Tobacco may be manufactured for export in bond only,1902 - 1902,1902,1902,Open,Adelaide,False,0
980767,D596,1920/4810,Claim by Rittershaus & Sohn - Germany regarding moneys due to German Nationals,1920 - 1924,1920,1924,Not yet examined,Adelaide,False,0
980798,D596,1920/4812,Payment to be made to Collector of Customs - all moneys due or held plus interest for German nationals by FH Snow ESQUIRE (1) and (2) Messrs Herman Koeppen WENDT and JM WENDT,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980823,D596,1920/4813,Moneys due to Collector of Customs for German nationals by H GAETJENS Esq,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980827,D596,1920/4815,Elder Smith & Co Ltd - regarding moneys due to German nationals,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980828,D596,1920/4816,Requesting moneys due to Collector of Customs for German nationals by A E NOLTENIUS Esq,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980847,D596,1920/4819,Requesting moneys due to Collector of Customs for German nationals by TH Nickel Esq for ev Lutheran Synod in Australia,1920 - 1920,1920,1920,Open,Adelaide,False,0
980851,D596,1920/4821,Regarding whereabouts of Mr WW HALL- payment of moneys due to or held by above on behalf of German nationals,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980857,D596,1920/4824,Requesting payment of moneys due to or held by the Wallaroo & Moonta Mining and Smelting Co on behalf of German nationals,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980869,D596,1920/4825,Requesting payment of moneys due to or held by FW BULLOCK Esq on behalf of German nationals,1920 - 1920,1920,1920,Open,Adelaide,False,0
980872,D596,1920/4827,Requesting payment of moneys due to or held by JJ STOLZ Esq on behalf of German Nationals,1920 - 1920,1920,1920,Open,Adelaide,False,0
980876,D596,1920/4829,Requesting payment of moneys due to or held by Bernard FREYTAG Esq on behalf of German Nationals,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980879,D596,1920/4883,Regarding estate of Joseph FRANKE - deceased - handed over to Public Trustee,1920 - 1922,1920,1922,Not yet examined,Adelaide,False,0
980881,D596,1920/4884,Moneys due to German nationals by H MUECKE & Co,1920 - 1921,1920,1921,Open,Adelaide,False,0
980883,D596,1920/4893,Moneys due to or held by Israel TAYLOR Esquire on behalf of German nationals,1920 - 1920,1920,1920,Not yet examined,Adelaide,False,0
980891,D596,1902/1697,Beer transfered from one state to another particulars required,1902 - 1902,1902,1902,Open,Adelaide,False,0
980892,D596,1902/1785,Tea moneys - rates to paid,1902 - 1902,1902,1902,Open,Adelaide,False,0
980894,D596,1902/1814,Bank Exchange,1902 - 1902,1902,1902,Open,Adelaide,False,0
980897,D596,1902/2122,Bonded warehouses to yards - instructions etc,1902 - 1902,1902,1902,Open,Adelaide,False,0
