identifier,series,control_symbol,title,contents_dates,start_date,end_date,access_status,location,digitised_status,digitised_pages
4154991,B13,V1979/2929,Calibration of road tankers - Departmental policy,1959 - 1972,1959,1972,Not yet examined,Melbourne,False,0
4154992,B13,V1979/3977,Caltex Oil Australia Pty Ltd - General warehouse security,1941 - 1971,1941,1971,Not yet examined,Melbourne,False,0
4154993,B13,V1979/3978,Ampol Petroleum Ltd - General warehouse security,1954 - 1971,1954,1971,Not yet examined,Melbourne,False,0
4154994,B13,V1979/4215,L C E Frazer - Customs agent's licence,1946 - 1980,1946,1980,Not yet examined,Melbourne,False,0
4154995,B13,V1979/4733,Diesel fuel - Definition of public roads - Policy,1961 - 1988,1961,1988,Not yet examined,Melbourne,False,0
4154996,B13,V1979/5524,Certificates of commendation and recognition - Policy,1935 - 1986,1935,1986,Not yet examined,Melbourne,False,0
4154997,B13,V1979/6347,"Contraceptive devices - Condoms, diaphragms etc - Customs (Prohibited Import) Regulations",1933 - 1979,1933,1979,Open with exception,Melbourne,False,0
4154998,B13,V1979/6893,Excess currency - Overseas travellers - Departmental policy and procedure,1952 - 1982,1952,1982,Not yet examined,Melbourne,False,0
4154999,B13,V1979/7128,W Batten - Customs agent's licence,1956 - 1980,1956,1980,Not yet examined,Melbourne,False,0
4155000,B13,V1979/9131,General Motors Holdens Ltd - Dandenong bond - Licenced warehouse,1956 - 1981,1956,1981,Not yet examined,Melbourne,False,0
5702124,B13,V1981/9351,Instructions to superintendents mercantile marine officers at outports,1957 - 1981,1957,1981,Not yet examined,Melbourne,False,0
5702125,B13,V1982/3946,Customs consessions to returning defence personnel - Policy,1958 - 1985,1958,1985,Not yet examined,Melbourne,False,0
5702126,B13,V1982/11006 PART 1,Merv Brown Pty Ltd - Prosecution folios 279-,1982 - 1985,1982,1985,Not yet examined,Melbourne,False,0
5702127,B13,V1982/11006 PART 2,Merv Brown Pty Ltd - Prosecution folios,1983 - 1985,1983,1985,Not yet examined,Melbourne,False,0
5702128,B13,V1982/11006 PART 3,Merv Brown Pty Ltd - Prosecution Brief,1982 - 1985,1982,1985,Not yet examined,Melbourne,False,0
5702129,B13,V1982/11006 PART 4,Merv Brown Pty Ltd - Prosecution Brief,1982 - 1985,1982,1985,Not yet examined,Melbourne,False,0
5702130,B13,V1983/1246,Appointment and revocation of Essendon Airport and Mangalore Airport,1953 - 1977,1953,1977,Not yet examined,Melbourne,False,0
5702131,B13,V1984/0279,Foot and mouth disease,1952 - 1987,1952,1987,Not yet examined,Melbourne,False,0
5702132,B13,V1984/1979,Official opening of Customs House - 18th April 1984,1984 - 1984,1984,1984,Not yet examined,Melbourne,False,0
5702133,B13,V1984/5448,Aircraft - Customs (Prohibited Import) Regulations - Policy,1947 - 1989,1947,1989,Not yet examined,Melbourne,False,0
5702134,B13,V1984/6040,Notice of seizure - Form B511 - Policy re - Format and use of,1959 - 1986,1959,1986,Not yet examined,Melbourne,False,0
5702135,B13,V1984/6444,"Release of shortshipped, shortcarried, overcarried cargo - Certified entries - Policy and procedure",1952 - 1984,1952,1984,Not yet examined,Melbourne,False,0
5702136,B13,V1975/8573,Departmental museum - Policy and procedure (folios 1-227),1949 - 1975,1949,1975,Not yet examined,Melbourne,False,0
5702137,B13,V1985/1156,F C Westland - Customs agents licence,1947 - 1987,1947,1987,Not yet examined,Melbourne,False,0
5702138,B13,V1985/1221,Liqueurs and flavoured spiritous liquors - Policy,1946 - 1980,1946,1980,Not yet examined,Melbourne,False,0
5702139,B13,V1985/1595,A L Sutherland - Customs agents licence,1939 - 1989,1939,1989,Not yet examined,Melbourne,False,0
5702140,B13,V1985/1598,N A P Tooth - Customs agents licence,1947 - 1989,1947,1989,Not yet examined,Melbourne,False,0
5702141,B13,V1985/2552,"Coastal Surveillance (CASOS) - Included Customs ""Nomad"" Program",1984 - 1989,1984,1989,Not yet examined,Melbourne,False,0
5702142,B13,V1985/3836,BP Australia Ltd - BP Port Melbourne - Installation Beach Road - Licenced warehouse,1957 - 1988,1957,1988,Not yet examined,Melbourne,False,0
5702143,B13,V1975/2358,"Petroleum Products Subsidisation Scheme - Amendments to scheme, schedule and differentials",1965 - 1975,1965,1975,Not yet examined,Melbourne,False,0
5702144,B13,V1975/4038,Daily settlement cheques - Policy and procedure - folios1-256,1953 - 1973,1953,1973,Not yet examined,Melbourne,False,0
5702145,B13,V1975/4377,Departmental film programme - Proposed historical film on customs - Facilitation of assistance to Film Australia,1975 - 1976,1975,1976,Not yet examined,Melbourne,False,0
5702146,B13,V1975/7730,Passing of entries in pursuance of Section 39 of the Customs Act,1938 - 1977,1938,1977,Not yet examined,Melbourne,False,0
5702147,B13,V1989/0628,Customs Act Section 72 and Section 277 - Disposal of surplus and unclaimed cargo whether entries and payment of duty may be accepted,1940 - 1989,1940,1989,Not yet examined,Melbourne,False,0
5702148,B13,V1989/1128,Custody of unentered and detained goods ex aircraft by inland services - Policy and procedure,1950 - 1988,1950,1988,Not yet examined,Melbourne,False,0
5702149,B13,V1989/2202,Queens Warehouse - Refurbishment,1989 - 1989,1989,1989,Not yet examined,Melbourne,False,0
5702150,B13,V1989/3835,Legal opinions - Passenger processing Melbourne Airport,1989 - 1990,1989,1990,Not yet examined,Melbourne,False,0
5702151,B13,V1989/4937,HMA Ships and personnel - Customs clearing - Policy,1955 - 1988,1955,1988,Not yet examined,Melbourne,False,0
5702152,B13,V1986/0147,John Cawsey and Co (Vic) P/L - Licenced warehouse,1959 - 1991,1959,1991,Not yet examined,Melbourne,False,0
5702153,B13,V1986/1226,James Frank Foster - Customs agents licence,1959 - 1987,1959,1987,Not yet examined,Melbourne,False,0
5702154,B13,V1986/1264,Dangerous weapons and goods (excluding firearms) subject to item 10 and 18 2nd Schedule Customs (Prohibited Imports) Regulations,1950 - 1992,1950,1992,Open with exception,Melbourne,False,0
5702155,B13,V1986/3288,Section 196 - Power to detain and search persons - Appointment of Justice of the Peace - Meaning of Collector - Policy,1986 - 1989,1986,1989,Not yet examined,Melbourne,False,0
5702156,B13,V1986/3342,Brian F Dacy - Customs agents licence,1946 - 1989,1946,1989,Not yet examined,Melbourne,False,0
5702157,B13,V1986/3670,Caltex Oil (Aust) P/L - Caltex bond (Spotswood) - Licenced warehouse,1947 - 1987,1947,1987,Not yet examined,Melbourne,False,0
5702158,B13,V1986/3712,Esso Australia Ltd - Warehouse licence,1957 - 1990,1957,1990,Not yet examined,Melbourne,False,0
5702159,B13,V1986/3796,Shell Company of Aust. Ltd - Shell bond - Portland - White oil - Warehouse licence,1953 - 1991,1953,1991,Not yet examined,Melbourne,False,0
5702160,B13,V1986/4695,Exportation of live sheep - Customs (Prohibited Export) Regulations,1929 - 1978,1929,1978,Open,Melbourne,False,0
5702161,B13,V1986/7679,Ian W Davidson - Customs agents licence,1957 - 1991,1957,1991,Not yet examined,Melbourne,False,0
5702162,B13,V1986/8041,Property - Appleton dock - Accommodation and facilities,1956 - 1985,1956,1985,Not yet examined,Melbourne,False,0
5702163,B13,V1987/1569,Allowances paid to Customs Officers for Naval reporting duties - Claims only,1948 - 1989,1948,1989,Not yet examined,Melbourne,False,0
5702164,B13,V1987/1646,Approval of labels use in bottling of spirits and liqueurs,1946 - 1988,1946,1988,Not yet examined,Melbourne,False,0
5702165,B13,V1987/1775,Definition of smuggling - to make it clear revenue includes sales tax,1963 - 1990,1963,1990,Not yet examined,Melbourne,False,0
5702166,B13,V1987/1899,Victorian Chemical Co - Recovered Methylated Spirit 2N,1944 - 1987,1944,1987,Not yet examined,Melbourne,False,0
5702167,B13,V1987/4130,Calibration of storage tanks - Gauging procedure - Policy,1959 - 1985,1959,1985,Not yet examined,Melbourne,False,0
5702168,B13,V1987/4542,Australian Bicentennial Tall Ships planning committee meeting November '85,1987 - 1987,1987,1987,Not yet examined,Melbourne,False,0
5702169,B13,V1987/5112,Ampol Petroleum (Vic) Pty Ltd - Warehouse licence - Portland,1956 - 1990,1956,1990,Not yet examined,Melbourne,False,0
5702170,B13,V1987/7171,G L Ross - Customs agents licence,1949 - 1990,1949,1990,Not yet examined,Melbourne,False,0
5702171,B13,V1988/0016,Australian Bicentennial Tall Ships - Committee meetings,1988 - 1989,1988,1989,Not yet examined,Melbourne,False,0
5702172,B13,V1988/3584,Petroleum products under bond - Removals - Policy,1957 - 1980,1957,1980,Not yet examined,Melbourne,False,0
5702173,B13,V1988/3609,Fossil material and geological specimens - Customs (Prohibited Export) Regulations,1940 - 1981,1940,1981,Not yet examined,Melbourne,False,0
5938871,B13,V1980/3183,Customs (prohibited exports) regulations - export of aircraft arms and ammunition etc. policy and procedure,1941 - 1985,1941,1985,Not yet examined,Melbourne,False,0
5938872,B13,V1980/4000,Albert Sylvester Wallace - Customs agents licence,1937 - 1982,1937,1982,Not yet examined,Melbourne,False,0
5938873,B13,V1980/4210,"Reserve Bank of Australia - Admission of goods under item 2 of 2nd schedule, Customs tariff",1958 - 1980,1958,1980,Open,Melbourne,False,0
5938874,B13,V1980/4218,Caltex Oil (Aust) Pty Ltd - flow process charts,1959 - 1988,1959,1988,Not yet examined,Melbourne,False,0
5938875,B13,V1980/4877,Provision of launch distillate storage tank - Williamstown,1947 - 1982,1947,1982,Not yet examined,Melbourne,False,0
5938876,B13,V1980/5335,"Bowater Tutt Industries Pty Ltd, T/A Tutts Victoria - Tutt Bryant Bond licensed warehouse",1952 - 1982,1952,1982,Not yet examined,Melbourne,False,0
5938877,B13,V1980/5659,Obligation on importers to account for goods subject to customs control - legal opinion,1962 - 1980,1962,1980,Not yet examined,Melbourne,False,0
5938878,B13,V1980/7781,Commonwealth Games - Brisbane 1982,1980 - 1985,1980,1985,Not yet examined,Melbourne,False,0
5938879,B13,V1980/9753,"Supply of ""Value for duty and preference pamphlets""",1948 - 1981,1948,1981,Not yet examined,Melbourne,False,0
5938880,B13,V1980/10772,Ralph Chelmsford Davis - Customs agents licence,1954 - 1986,1954,1986,Not yet examined,Melbourne,False,0
5938881,B13,V1980/10782,Clare Pauline Lewin - Customs agents licence,1956 - 1983,1956,1983,Not yet examined,Melbourne,False,0
5938882,B13,V1980/10787,John Bell - Customs agents licence,1951 - 1981,1951,1981,Not yet examined,Melbourne,False,0
5938883,B13,V1980/10788,Walter Luxmore Dowell - Customs agents licence,1954 - 1983,1954,1983,Not yet examined,Melbourne,False,0
5938884,B13,V1980/10795,Desmond Francis Moylan - Customs agents licence,1951 - 1985,1951,1985,Not yet examined,Melbourne,False,0
5938885,B13,V1980/10798,Hartley Frank Watson - Customs agents licence,1947 - 1984,1947,1984,Not yet examined,Melbourne,False,0
5938887,B13,V1981/3037,Douglas Duff - Customs Agents Licence,1950 - 1985,1950,1985,Not yet examined,Melbourne,False,0
5938888,B13,V1981/3360,Calypso Cigar-ettes/Trend Little Cigars - Tariff Classification,1959 - 1980,1959,1980,Not yet examined,Melbourne,False,0
5938889,B13,V1981/3618,J H R Taylor - Customs Agents Licence,1950 - 1985,1950,1985,Not yet examined,Melbourne,False,0
5938890,B13,V1981/5233,K A Jessel - Customs Agents Licence,1953 - 1985,1953,1985,Not yet examined,Melbourne,False,0
5938891,B13,V1981/5467,Keys for Drill Chucks - Tariff Classification,1935 - 1981,1935,1981,Not yet examined,Melbourne,False,0
5938892,B13,V1981/5468,Flags - Tariff Classification,1936 - 1981,1936,1981,Not yet examined,Melbourne,False,0
5938893,B13,V1981/5671,"Offset locks, definition and description - Tariff Classification",1959 - 1981,1959,1981,Not yet examined,Melbourne,False,0
5938894,B13,V1981/5690,Rough tanned goat skins - Tariff Classification,1956 - 1981,1956,1981,Not yet examined,Melbourne,False,0
5938895,B13,V1981/6685,Royal Swedish consulate annual bazaar for benefit of Scandinavian seamen - Remission of duty,1925 - 1985,1925,1985,Open,Melbourne,False,0
5938896,B13,V1981/7505,P V O'Connor - Customs Agents Licence,1953 - 1984,1953,1984,Not yet examined,Melbourne,False,0
5938897,B13,V1981/7532,D C Stone - Customs Agents Licence,1950 - 1984,1950,1984,Not yet examined,Melbourne,False,0
5938898,B13,V1981/7533,V H Smith - Customs Agents Licence,1951 - 1985,1951,1985,Not yet examined,Melbourne,False,0
5938899,B13,V1981/7890,Imported leaf tobacco - weighing for duty,1952 - 1981,1952,1981,Not yet examined,Melbourne,False,0
5938900,B13,V1981/7963,"Inland freight, good from Canada - value for duty",1932 - 1988,1932,1988,Not yet examined,Melbourne,False,0
5938901,B13,V1981/8198,G E Stubbings - Customs Agents Licence,1949 - 1983,1949,1983,Not yet examined,Melbourne,False,0
5938902,B13,V1981/8447,Graeme D Brennan - Customs Agents Licence,1959 - 1982,1959,1982,Not yet examined,Melbourne,False,0
5938903,B13,V1981/8851,Proposed amendment to Customs Act - penalties for offences and provisions governing institution of proceedings,1981 - 1988,1981,1988,Not yet examined,Melbourne,False,0
5938904,B13,V1973/2270,Motor wehicles imported by individuals - value for duty,1948 - 1978,1948,1978,Not yet examined,Melbourne,False,0
5938905,B13,V1973/2876,"Precision Watches Pty Ltd - Warehouse licence, Precision Bond file",1959 - 1980,1959,1980,Not yet examined,Melbourne,False,0
5938906,B13,V1973/3071,"Interport storage (Melb) P/L - Applciation for a licenced warehouse to be known as ""Harbour Bond""",1954 - 1976,1954,1976,Not yet examined,Melbourne,False,0
5938907,B13,V1973/4578,"Godfrey Phillips Pty Ltd - Warehouse licence, Collingwood Bond",1956 - 1973,1956,1973,Not yet examined,Melbourne,False,0
5938908,B13,V1973/5637,Australia and New Zealand Free Trade Agreement,1963 - 1964,1963,1964,Not yet examined,Melbourne,False,0
5938909,B13,V1973/6371,Fluorocarbons - dumping duty,1961 - 1977,1961,1977,Not yet examined,Melbourne,False,0
5938910,B13,V1973/6496,Synthetic organic pigments dyestuffs - Customs Tariff (Dumping and Subsidies) Act,1965 - 1975,1965,1975,Not yet examined,Melbourne,False,0
5938911,B13,V1973/6499,Mens dressing gowns - Customs Tariff (Dumping and Subsidies) Act,1965 - 1975,1965,1975,Not yet examined,Melbourne,False,0
5938912,B13,V1973/7923,Customs Tariff (Dumping and Subsidies) Act - general instructions,1959 - 1975,1959,1975,Not yet examined,Melbourne,False,0
5938913,B13,V1973/8012,Citric Acid and Malic Acid - dumping,1966 - 1976,1966,1976,Not yet examined,Melbourne,False,0
5938914,B13,V1973/8150,"Proposed Customs office, shore end of Long Island liquid cargo jetty - Westernport",1968 - 1983,1968,1983,Not yet examined,Melbourne,False,0
5938915,B13,V1973/11085,"Kauri Timber Co. Ltd - Application for warehouse licence, Kauri bond",1954 - 1978,1954,1978,Not yet examined,Melbourne,False,0
5938916,B13,V1975/5022,Book bounty - policy and procedure,1969 - 1975,1969,1975,Not yet examined,Melbourne,False,0
5938917,B13,V1978/8313,"Goods put up as ""Sets"" - tariff classification",1949 - 1978,1949,1978,Not yet examined,Melbourne,False,0
5938918,B13,V1979/6408,Petrol - dumping,1972 - 1974,1972,1974,Not yet examined,Melbourne,False,0
5938919,B13,V1982/5115,Natural Disasters Organisation - Use of BACA computer system,1977 - 1983,1977,1983,Not yet examined,Melbourne,False,0
5938920,B13,V1982/5632,Maxwell J Thomson - Customs Agent Licence,1951 - 1982,1951,1982,Not yet examined,Melbourne,False,0
5938921,B13,V1982/5911,Egg export control (licence) regulations,1953 - 1989,1953,1989,Not yet examined,Melbourne,False,0
5938922,B13,V1982/6437,Project warehouses - policy and procedure,1951 - 1989,1951,1989,Not yet examined,Melbourne,False,0
5938923,B13,V1982/7265,"Mobil Oil Australia Ltd. - Warehouse licence, Portland",1930 - 1984,1930,1984,Open,Melbourne,False,0
5938924,B13,V1982/8558,M R G Burrows - Customs Agents Licence,1959 - 1986,1959,1986,Not yet examined,Melbourne,False,0
5938925,B13,V1982/9224,"Caltex Oil (Australia) Pty Ltd, Caltex Oil (Australia) P/L Bond - Warehouse Licence",1957 - 1987,1957,1987,Not yet examined,Melbourne,False,0
5938926,B13,V1982/9894,Agriculture Tractors Bounty - policy file,1973 - 1987,1973,1987,Not yet examined,Melbourne,False,0
5938927,B13,V1969/9159,"Demco Machinery Co. Pty Ltd, Demco bond file - Warehouse licence",1937 - 1974,1937,1974,Not yet examined,Melbourne,False,0
5938928,B13,V1980/10483,A C Daniels - Customs Agents Licence,1947 - 1984,1947,1984,Not yet examined,Melbourne,False,0
5938929,B13,V1980/10487,B W Dardis - Customs Agents Licence,1953 - 1984,1953,1984,Not yet examined,Melbourne,False,0
5938930,B13,V1980/10493,R H Jones - Customs Agents Licence,1938 - 1985,1938,1985,Not yet examined,Melbourne,False,0
5938931,B13,V1980/10496,A G Brewer - Customs Agents Licence,1936 - 1984,1936,1984,Not yet examined,Melbourne,False,0
5938932,B13,V1980/10509,J G Parkes - Customs Agents Licence,1957 - 1984,1957,1984,Not yet examined,Melbourne,False,0
5938933,B13,V1980/10807,Raymond E Hickey - Customs Agents Licence,1958 - 1984,1958,1984,Not yet examined,Melbourne,False,0
5938934,B13,V1980/10808,Sydney N Hiort - Customs Agents Licence,1937 - 1986,1937,1986,Not yet examined,Melbourne,False,0
5938935,B13,V1981/3813,Seized and detained goods - policy and procedure,1941 - 1986,1941,1986,Not yet examined,Melbourne,False,0
5938936,B13,V1981/5320,Inspection Branch - organisation development,1981 - 1984,1981,1984,Not yet examined,Melbourne,False,0
5938937,B13,V1981/5975,Exportation of ships stores - control of,1953 - 1988,1953,1988,Not yet examined,Melbourne,False,0
5938938,B13,V1982/10142,"Customs Act, Excise Acts, Tariff Acts, citation of and advices re:Royal assent",1965 - 1984,1965,1984,Not yet examined,Melbourne,False,0
5938939,B13,V1945/11912,Proposed plan for new Customs House,1945 - 1958,1945,1958,Not yet examined,Melbourne,False,0
5938940,B13,V1983/5117,"Customs (prohibited exports) regulations, export of pancreas glands of cattle and pigs - policy",1940 - 1983,1940,1983,Not yet examined,Melbourne,False,0
5938941,B13,V1983/5249,"Licence to import films, slides and advertising material - Customs (cinematograph films) regulations",1957 - 1983,1957,1983,Not yet examined,Melbourne,False,0
5938942,B13,V1983/5253,Playing cards bearing pictures of nude and semi nude females - prohibited imports,1954 - 1989,1954,1989,Open with exception,Melbourne,False,0
5938943,B13,V1974/4265,Film Examiner - furniture and equipment/accommodation,1947 - 1974,1947,1974,Open,Melbourne,False,0
5938944,B13,V1974/4661,B P Australia Ltd - general by law and shipping security/warehouse,1950 - 1979,1950,1979,Not yet examined,Melbourne,False,0
5938945,B13,V1974/5048,Allotment of flag signal letters to vessels registered in Australia,1933 - 1951,1933,1951,Not yet examined,Melbourne,False,0
5938946,B13,V1974/6997,Goods entered as samples under item 35 of second schedule of tariff,1956 - 1975,1956,1975,Not yet examined,Melbourne,False,0
5938947,B13,V1974/7237,Esso Australia Ltd - general wharf and warehouse securities,1945 - 1974,1945,1974,Not yet examined,Melbourne,False,0
5938948,B13,V1975/3489,Machinery inspection of importer premises - policy and procedures,1949 - 1967,1949,1967,Not yet examined,Melbourne,False,0
5938949,B13,V1975/6057,Diesel fuel - legal opinions on legislation,1960 - 1981,1960,1981,Not yet examined,Melbourne,False,0
5938950,B13,V1975/8934,Port of Melbourne cargo facilitation committee,1975 - 1978,1975,1978,Not yet examined,Melbourne,False,0
5938951,B13,V1977/2804,Telephone service - Customs House Williamstown,1941 - 1980,1941,1980,Not yet examined,Melbourne,False,0
5938952,B13,V1977/3594,Review of diesel fuel certificate scheme,1958 - 1982,1958,1982,Not yet examined,Melbourne,False,0
5938953,B13,V1978/9253,Port of Melbourne committee - meetings,1978 - 1981,1978,1981,Not yet examined,Melbourne,False,0
5938954,B13,V1969/1588,Green-McLandish Ltd Dudley bond - Customs warehouse licence,1957 - 1973,1957,1973,Not yet examined,Melbourne,False,0
5938955,B13,V1969/1720,Tariff Circular memorandum 2001 - Customs concessions provided by defence (visiting forces) Act 1939,1945 - 1976,1945,1976,Not yet examined,Melbourne,False,0
5938956,B13,V1969/2591,Excise tariff item (2m) - spirit for use by chemists,1954 - 1974,1954,1974,Not yet examined,Melbourne,False,0
5938957,B13,V1969/2618,Sale of goods by collector section 40A of Customs Act - Deputy Crown Solictors opinion,1965 - 1977,1965,1977,Not yet examined,Melbourne,False,0
5938958,B13,V1969/4015,Proposed air  terminal at Tullarmarine,1962 - 1967,1962,1967,Not yet examined,Melbourne,False,0
5938959,B13,V1969/4093,Re-location of administration office due to fire No. 2 hanger Essendon Airport - Corwn Solicitor's opinion re waiving of duty of goods destroyed by fire,1969 - 1973,1969,1973,Not yet examined,Melbourne,False,0
5938960,B13,V1969/4421,Abram Abe Olenski - exporting Australian currency,1968 - 1975,1968,1975,Not yet examined,Melbourne,False,0
5938961,B13,V1969/4956,Indian hemp and opium seed Item 26 second schedule - procedure and policy file,1938 - 1972,1938,1972,Open,Melbourne,True,211
5938962,B13,V1969/9706,"Dyestuffs certificates, form used by Australian Customs representatives - London",1951 - 1973,1951,1973,Not yet examined,Melbourne,False,0
5938963,B13,V1969/10528,Sodium tripolyphosphate - Customs Tariff (dumping and subsidies) Act 1961,1961 - 1973,1961,1973,Not yet examined,Melbourne,False,0
5938964,B13,V1969/11560,Cold reduced steel sheet and coil hot rolled steeel sheet and coil from Japan - Customs Tariff (dumping and subsidies) Act,1965 - 1973,1965,1973,Not yet examined,Melbourne,False,0
5938965,B13,V1969/11728,Procedure re goods forwarded to bond - unentered,1959 - 1971,1959,1971,Not yet examined,Melbourne,False,0
